CaseId,ActivityName,ActivityTime,EmployeeID,Department,Location,JobLevel,EmploymentType,HiringManager,RecruitmentSource,CurrentSalary,PerformanceRating,TenureYears,PerformedBy,SystemUsed,HireDate
HR2023_E953589,Application Received,2023-08-01T17:00:00.000Z,E953589,Operations,New York,2,Part-time,M844372,Internal,69918,,0,XYZ,XYZ_HRIS,
HR2023_E953589,Application Rejected,2023-08-03T16:00:00.000Z,E953589,Operations,New York,2,Part-time,M844372,Internal,69918,,0,XYZ,XYZ_HRIS,
HR2023_E954047,Job Posted,2023-08-10T10:36:27.613Z,E954047,HR,Berlin,2,Part-time,M386654,Agency,65148,,0,XYZ,XYZ_HRIS,
HR2023_E954047,Application Received,2023-09-07T10:00:00.000Z,E954047,HR,Berlin,2,Part-time,M386654,Agency,65148,,0,XYZ,XYZ_HRIS,
HR2023_E954047,Application Rejected,2023-09-08T16:00:00.000Z,E954047,HR,Berlin,2,Part-time,M386654,Agency,65148,,0,XYZ,XYZ_HRIS,
HR2023_E954622,Job Posted,2023-07-14T10:36:27.613Z,E954622,Sales,London,4,Full-time,M809029,Internal,58144,,0,XYZ,XYZ_HRIS,2024-03-01
HR2023_E954622,Application Received,2023-12-26T17:00:00.000Z,E954622,Sales,London,4,Full-time,M809029,Internal,58144,,0,XYZ,XYZ_HRIS,2024-03-01
HR2023_E954622,Interview Completed,2024-01-19T09:00:00.000Z,E954622,Sales,London,4,Full-time,M809029,Internal,58144,,0,Joint,XYZ_HRIS,2024-03-01
HR2023_E954622,Offer Extended,2024-01-31T09:00:00.000Z,E954622,Sales,London,4,Full-time,M809029,Internal,58144,,0,Joint,XYZ_HRIS,2024-03-01
HR2023_E954622,Offer Accepted,2024-02-15T15:00:00.000Z,E954622,Sales,London,4,Full-time,M809029,Internal,58144,,0,XYZ,XYZ_HRIS,2024-03-01
HR2023_E954622,Onboarding Started,2024-03-01T13:00:00.000Z,E954622,Sales,London,4,Full-time,M809029,Internal,58144,,0,XYZ,XYZ_HRIS,2024-03-01
HR2023_E954622,Equipment Assigned,2024-03-05T11:00:00.000Z,E954622,Sales,London,4,Full-time,M809029,Internal,58144,,0,Customer,Customer_System,2024-03-01
HR2023_E954622,Probation Completed,2024-05-30T13:00:00.000Z,E954622,Sales,London,4,Full-time,M809029,Internal,58144,,0.25,Joint,XYZ_HRIS,2024-03-01
HR2023_E954622,Training Completed,2024-08-30T13:00:00.000Z,E954622,Sales,London,4,Full-time,M809029,Internal,58144,,0.5,XYZ,XYZ_HRIS,2024-03-01
HR2023_E954622,Leave Requested,2024-09-19T13:00:00.000Z,E954622,Sales,London,4,Full-time,M809029,Internal,58144,,0.55,XYZ,XYZ_HRIS,2024-03-01
HR2023_E954622,Leave Approved,2024-09-20T11:00:00.000Z,E954622,Sales,London,4,Full-time,M809029,Internal,58144,,0.55,Customer,Customer_System,2024-03-01
HR2023_E954622,Leave Requested,2024-10-09T13:00:00.000Z,E954622,Sales,London,4,Full-time,M809029,Internal,58144,,0.61,XYZ,XYZ_HRIS,2024-03-01
HR2023_E954622,Leave Approved,2024-10-09T14:00:00.000Z,E954622,Sales,London,4,Full-time,M809029,Internal,58144,,0.61,Customer,Customer_System,2024-03-01
HR2023_E954622,Leave Requested,2024-11-11T13:00:00.000Z,E954622,Sales,London,4,Full-time,M809029,Internal,58144,,0.7,XYZ,XYZ_HRIS,2024-03-01
HR2023_E954622,Leave Approved,2024-11-12T12:00:00.000Z,E954622,Sales,London,4,Full-time,M809029,Internal,58144,,0.7,Customer,Customer_System,2024-03-01
HR2023_E954622,Employment Ended,2025-01-02T13:00:00.000Z,E954622,Sales,London,4,Full-time,M809029,Internal,58144,,0.84,XYZ,XYZ_HRIS,2024-03-01
HR2023_E954843,Job Posted,2023-08-24T10:36:27.613Z,E954843,Sales,Sydney,9,Contract,M861803,External,43098,,0,XYZ,XYZ_HRIS,
HR2023_E954843,Application Received,2023-09-25T11:00:00.000Z,E954843,Sales,Sydney,9,Contract,M861803,External,43098,,0,XYZ,XYZ_HRIS,
HR2023_E954843,Application Rejected,2023-09-27T10:00:00.000Z,E954843,Sales,Sydney,9,Contract,M861803,External,43098,,0,XYZ,XYZ_HRIS,
HR2023_E954927,Job Posted,2023-08-25T10:36:27.613Z,E954927,Marketing,London,7,Full-time,M300402,Internal,100931,,0,XYZ,XYZ_HRIS,
HR2023_E954927,Application Received,2023-08-31T11:00:00.000Z,E954927,Marketing,London,7,Full-time,M300402,Internal,100931,,0,XYZ,XYZ_HRIS,
HR2023_E954927,Application Rejected,2023-09-04T17:00:00.000Z,E954927,Marketing,London,7,Full-time,M300402,Internal,100931,,0,XYZ,XYZ_HRIS,
HR2023_E955092,Job Posted,2023-08-23T10:36:27.613Z,E955092,Sales,Sydney,1,Part-time,M138428,Internal,52340,,0,XYZ,XYZ_HRIS,
HR2023_E955092,Application Received,2023-08-31T16:00:00.000Z,E955092,Sales,Sydney,1,Part-time,M138428,Internal,52340,,0,XYZ,XYZ_HRIS,
HR2023_E955092,Application Rejected,2023-09-05T11:00:00.000Z,E955092,Sales,Sydney,1,Part-time,M138428,Internal,52340,,0,XYZ,XYZ_HRIS,
HR2023_E955462,Job Posted,2023-10-30T10:36:27.613Z,E955462,Sales,New York,6,Full-time,M314675,External,135961,,0,XYZ,XYZ_HRIS,
HR2023_E955462,Application Received,2023-11-23T17:00:00.000Z,E955462,Sales,New York,6,Full-time,M314675,External,135961,,0,XYZ,XYZ_HRIS,
HR2023_E955462,Application Rejected,2023-11-27T12:00:00.000Z,E955462,Sales,New York,6,Full-time,M314675,External,135961,,0,XYZ,XYZ_HRIS,
HR2023_E957313,Job Posted,2023-07-27T10:36:27.613Z,E957313,Marketing,Sydney,8,Contract,M812163,Referral,141113,,0,XYZ,XYZ_HRIS,
HR2023_E957313,Application Received,2023-07-31T16:00:00.000Z,E957313,Marketing,Sydney,8,Contract,M812163,Referral,141113,,0,XYZ,XYZ_HRIS,
HR2023_E957313,Application Rejected,2023-08-02T15:00:00.000Z,E957313,Marketing,Sydney,8,Contract,M812163,Referral,141113,,0,XYZ,XYZ_HRIS,
HR2023_E957333,Job Posted,2023-09-23T10:36:27.613Z,E957333,Marketing,Sydney,4,Full-time,M791268,Internal,53626,,0,XYZ,XYZ_HRIS,
HR2023_E957333,Application Received,2023-10-05T12:00:00.000Z,E957333,Marketing,Sydney,4,Full-time,M791268,Internal,53626,,0,XYZ,XYZ_HRIS,
HR2023_E957333,Application Rejected,2023-10-10T10:00:00.000Z,E957333,Marketing,Sydney,4,Full-time,M791268,Internal,53626,,0,XYZ,XYZ_HRIS,
HR2023_E957510,Job Posted,2023-11-14T10:36:27.613Z,E957510,Operations,Berlin,3,Contract,M846428,Agency,192178,,0,XYZ,XYZ_HRIS,
HR2023_E957510,Application Received,2024-03-05T13:00:00.000Z,E957510,Operations,Berlin,3,Contract,M846428,Agency,192178,,0,XYZ,XYZ_HRIS,
HR2023_E957510,Application Rejected,2024-03-07T17:00:00.000Z,E957510,Operations,Berlin,3,Contract,M846428,Agency,192178,,0,XYZ,XYZ_HRIS,
HR2023_E958077,Job Posted,2023-07-06T10:36:27.613Z,E958077,Operations,Sydney,9,Contract,M887331,Referral,93404,,0,XYZ,XYZ_HRIS,
HR2023_E958077,Application Received,2023-08-09T10:00:00.000Z,E958077,Operations,Sydney,9,Contract,M887331,Referral,93404,,0,XYZ,XYZ_HRIS,
HR2023_E958077,Application Rejected,2023-08-11T12:00:00.000Z,E958077,Operations,Sydney,9,Contract,M887331,Referral,93404,,0,XYZ,XYZ_HRIS,
HR2023_E958130,Job Posted,2023-10-06T10:36:27.613Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,0,XYZ,XYZ_HRIS,2023-12-04
HR2023_E958130,Application Received,2023-10-20T13:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,0,XYZ,XYZ_HRIS,2023-12-04
HR2023_E958130,Interview Completed,2023-11-02T14:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,0,Joint,XYZ_HRIS,2023-12-04
HR2023_E958130,Offer Extended,2023-11-10T17:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,0,Joint,XYZ_HRIS,2023-12-04
HR2023_E958130,Offer Accepted,2023-11-20T15:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,0,XYZ,XYZ_HRIS,2023-12-04
HR2023_E958130,Onboarding Started,2023-12-04T11:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,0,XYZ,XYZ_HRIS,2023-12-04
HR2023_E958130,Equipment Assigned,2023-12-15T12:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,0,Customer,Customer_System,2023-12-04
HR2023_E958130,Leave Requested,2024-02-09T11:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,0.18,XYZ,XYZ_HRIS,2023-12-04
HR2023_E958130,Leave Requested,2024-02-10T11:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,0.19,XYZ,XYZ_HRIS,2023-12-04
HR2023_E958130,Leave Approved,2024-02-12T09:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,0.19,Customer,Customer_System,2023-12-04
HR2023_E958130,Leave Approved,2024-02-12T12:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,0.19,Customer,Customer_System,2023-12-04
HR2023_E958130,Probation Completed,2024-03-03T11:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,0.25,Joint,XYZ_HRIS,2023-12-04
HR2023_E958130,Leave Requested,2024-04-03T11:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,0.33,XYZ,XYZ_HRIS,2023-12-04
HR2023_E958130,Leave Approved,2024-04-03T15:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,0.33,Customer,Customer_System,2023-12-04
HR2023_E958130,Leave Requested,2024-11-26T11:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,0.98,XYZ,XYZ_HRIS,2023-12-04
HR2023_E958130,Leave Approved,2024-11-26T12:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,0.98,Customer,Customer_System,2023-12-04
HR2023_E958130,Training Completed,2025-01-31T11:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,1.16,XYZ,XYZ_HRIS,2023-12-04
HR2023_E958130,Leave Requested,2025-03-05T11:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,1.25,XYZ,XYZ_HRIS,2023-12-04
HR2023_E958130,Leave Approved,2025-03-05T14:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,1.25,Customer,Customer_System,2023-12-04
HR2023_E958130,Leave Requested,2025-05-24T11:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,1.47,XYZ,XYZ_HRIS,2023-12-04
HR2023_E958130,Training Completed,2025-05-26T11:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,1.48,XYZ,XYZ_HRIS,2023-12-04
HR2023_E958130,Leave Approved,2025-05-26T14:00:00.000Z,E958130,HR,London,5,Full-time,M463188,Agency,107225,,1.48,Customer,Customer_System,2023-12-04
HR2023_E958914,Job Posted,2023-07-09T10:36:27.613Z,E958914,HR,Sydney,4,Part-time,M956089,External,121725,,0,XYZ,XYZ_HRIS,
HR2023_E958914,Application Received,2023-08-10T16:00:00.000Z,E958914,HR,Sydney,4,Part-time,M956089,External,121725,,0,XYZ,XYZ_HRIS,
HR2023_E958914,Application Rejected,2023-08-14T14:00:00.000Z,E958914,HR,Sydney,4,Part-time,M956089,External,121725,,0,XYZ,XYZ_HRIS,
HR2023_E958968,Job Posted,2023-08-12T10:36:27.613Z,E958968,Operations,Sydney,2,Contract,M276178,Referral,128462,,0,XYZ,XYZ_HRIS,
HR2023_E958968,Application Received,2024-01-26T15:00:00.000Z,E958968,Operations,Sydney,2,Contract,M276178,Referral,128462,,0,XYZ,XYZ_HRIS,
HR2023_E958968,Application Rejected,2024-01-31T14:00:00.000Z,E958968,Operations,Sydney,2,Contract,M276178,Referral,128462,,0,XYZ,XYZ_HRIS,
HR2023_E959309,Job Posted,2023-06-09T10:36:27.613Z,E959309,Sales,Berlin,5,Part-time,M544309,Internal,181138,,0,XYZ,XYZ_HRIS,
HR2023_E959309,Application Received,2023-06-27T16:00:00.000Z,E959309,Sales,Berlin,5,Part-time,M544309,Internal,181138,,0,XYZ,XYZ_HRIS,
HR2023_E959309,Application Rejected,2023-06-30T10:00:00.000Z,E959309,Sales,Berlin,5,Part-time,M544309,Internal,181138,,0,XYZ,XYZ_HRIS,
HR2023_E960099,Job Posted,2023-09-26T10:36:27.613Z,E960099,Marketing,Berlin,8,Full-time,M704707,External,168384,,0,XYZ,XYZ_HRIS,
HR2023_E960099,Application Received,2024-02-14T11:00:00.000Z,E960099,Marketing,Berlin,8,Full-time,M704707,External,168384,,0,XYZ,XYZ_HRIS,
HR2023_E960099,Application Rejected,2024-02-16T14:00:00.000Z,E960099,Marketing,Berlin,8,Full-time,M704707,External,168384,,0,XYZ,XYZ_HRIS,
HR2023_E960527,Job Posted,2023-09-02T10:36:27.613Z,E960527,Sales,Sydney,1,Contract,M165381,External,134728,,0,XYZ,XYZ_HRIS,
HR2023_E960527,Application Received,2023-09-21T13:00:00.000Z,E960527,Sales,Sydney,1,Contract,M165381,External,134728,,0,XYZ,XYZ_HRIS,
HR2023_E960527,Application Rejected,2023-09-22T17:00:00.000Z,E960527,Sales,Sydney,1,Contract,M165381,External,134728,,0,XYZ,XYZ_HRIS,
HR2023_E960637,Job Posted,2023-06-28T10:36:27.613Z,E960637,Operations,Berlin,7,Contract,M827054,Internal,156605,,0,XYZ,XYZ_HRIS,
HR2023_E960637,Application Received,2023-07-14T12:00:00.000Z,E960637,Operations,Berlin,7,Contract,M827054,Internal,156605,,0,XYZ,XYZ_HRIS,
HR2023_E960637,Application Rejected,2023-07-17T17:00:00.000Z,E960637,Operations,Berlin,7,Contract,M827054,Internal,156605,,0,XYZ,XYZ_HRIS,
HR2023_E961325,Job Posted,2023-11-04T10:36:27.613Z,E961325,Engineering,Sydney,7,Full-time,M157405,External,65428,,0,XYZ,XYZ_HRIS,
HR2023_E961325,Application Received,2024-05-08T13:00:00.000Z,E961325,Engineering,Sydney,7,Full-time,M157405,External,65428,,0,XYZ,XYZ_HRIS,
HR2023_E961325,Application Rejected,2024-05-09T14:00:00.000Z,E961325,Engineering,Sydney,7,Full-time,M157405,External,65428,,0,XYZ,XYZ_HRIS,
HR2023_E962516,Job Posted,2023-05-30T10:36:27.613Z,E962516,Operations,Singapore,3,Part-time,M888417,External,134674,,0,XYZ,XYZ_HRIS,
HR2023_E962516,Application Received,2023-06-16T16:00:00.000Z,E962516,Operations,Singapore,3,Part-time,M888417,External,134674,,0,XYZ,XYZ_HRIS,
HR2023_E962516,Application Rejected,2023-06-21T11:00:00.000Z,E962516,Operations,Singapore,3,Part-time,M888417,External,134674,,0,XYZ,XYZ_HRIS,
HR2023_E962945,Job Posted,2023-08-09T10:36:27.613Z,E962945,Operations,Berlin,8,Contract,M433363,Referral,110861,,0,XYZ,XYZ_HRIS,
HR2023_E962945,Application Received,2024-03-06T10:00:00.000Z,E962945,Operations,Berlin,8,Contract,M433363,Referral,110861,,0,XYZ,XYZ_HRIS,
HR2023_E962945,Application Rejected,2024-03-08T09:00:00.000Z,E962945,Operations,Berlin,8,Contract,M433363,Referral,110861,,0,XYZ,XYZ_HRIS,
HR2023_E963729,Job Posted,2023-06-26T10:36:27.613Z,E963729,HR,Singapore,7,Contract,M876205,External,155042,,0,XYZ,XYZ_HRIS,
HR2023_E963729,Application Received,2023-07-27T14:00:00.000Z,E963729,HR,Singapore,7,Contract,M876205,External,155042,,0,XYZ,XYZ_HRIS,
HR2023_E963729,Application Rejected,2023-08-01T13:00:00.000Z,E963729,HR,Singapore,7,Contract,M876205,External,155042,,0,XYZ,XYZ_HRIS,
HR2023_E963955,Job Posted,2023-09-15T10:36:27.613Z,E963955,HR,London,5,Full-time,M663492,Internal,140134,,0,XYZ,XYZ_HRIS,
HR2023_E963955,Application Received,2023-10-23T09:00:00.000Z,E963955,HR,London,5,Full-time,M663492,Internal,140134,,0,XYZ,XYZ_HRIS,
HR2023_E963955,Application Rejected,2023-10-25T16:00:00.000Z,E963955,HR,London,5,Full-time,M663492,Internal,140134,,0,XYZ,XYZ_HRIS,
HR2023_E964332,Job Posted,2023-08-30T10:36:27.613Z,E964332,HR,London,3,Part-time,M117468,Internal,107774,,0,XYZ,XYZ_HRIS,
HR2023_E964332,Application Received,2023-10-04T09:00:00.000Z,E964332,HR,London,3,Part-time,M117468,Internal,107774,,0,XYZ,XYZ_HRIS,
HR2023_E964332,Application Rejected,2023-10-06T13:00:00.000Z,E964332,HR,London,3,Part-time,M117468,Internal,107774,,0,XYZ,XYZ_HRIS,
HR2023_E964342,Job Posted,2023-07-09T10:36:27.613Z,E964342,Finance,London,8,Part-time,M118773,External,92883,,0,XYZ,XYZ_HRIS,
HR2023_E964342,Application Received,2024-04-05T15:00:00.000Z,E964342,Finance,London,8,Part-time,M118773,External,92883,,0,XYZ,XYZ_HRIS,
HR2023_E964342,Application Rejected,2024-04-10T13:00:00.000Z,E964342,Finance,London,8,Part-time,M118773,External,92883,,0,XYZ,XYZ_HRIS,
HR2023_E964446,Job Posted,2023-06-16T10:36:27.613Z,E964446,Engineering,Singapore,9,Full-time,M731364,Referral,158819,,0,XYZ,XYZ_HRIS,2023-09-22
HR2023_E964446,Application Received,2023-07-17T09:00:00.000Z,E964446,Engineering,Singapore,9,Full-time,M731364,Referral,158819,,0,XYZ,XYZ_HRIS,2023-09-22
HR2023_E964446,Interview Completed,2023-07-31T10:00:00.000Z,E964446,Engineering,Singapore,9,Full-time,M731364,Referral,158819,,0,Joint,XYZ_HRIS,2023-09-22
HR2023_E964446,Offer Extended,2023-08-30T12:00:00.000Z,E964446,Engineering,Singapore,9,Full-time,M731364,Referral,158819,,0,Joint,XYZ_HRIS,2023-09-22
HR2023_E964446,Offer Accepted,2023-09-07T13:00:00.000Z,E964446,Engineering,Singapore,9,Full-time,M731364,Referral,158819,,0,XYZ,XYZ_HRIS,2023-09-22
HR2023_E964446,Onboarding Started,2023-09-22T10:00:00.000Z,E964446,Engineering,Singapore,9,Full-time,M731364,Referral,158819,,0,XYZ,XYZ_HRIS,2023-09-22
HR2023_E964446,Equipment Assigned,2023-09-26T13:00:00.000Z,E964446,Engineering,Singapore,9,Full-time,M731364,Referral,158819,,0,Customer,Customer_System,2023-09-22
HR2023_E964446,Probation Completed,2023-12-21T10:00:00.000Z,E964446,Engineering,Singapore,9,Full-time,M731364,Referral,158819,,0.25,Joint,XYZ_HRIS,2023-09-22
HR2023_E964446,Probation Failed,2023-12-25T10:00:00.000Z,E964446,Engineering,Singapore,9,Full-time,M731364,Referral,158819,,0.26,Joint,XYZ_HRIS,2023-09-22
HR2023_E965250,Job Posted,2023-09-22T10:36:27.613Z,E965250,Operations,Singapore,3,Part-time,M701290,Referral,138561,,0,XYZ,XYZ_HRIS,
HR2023_E965250,Application Received,2023-10-09T13:00:00.000Z,E965250,Operations,Singapore,3,Part-time,M701290,Referral,138561,,0,XYZ,XYZ_HRIS,
HR2023_E965250,Application Rejected,2023-10-11T13:00:00.000Z,E965250,Operations,Singapore,3,Part-time,M701290,Referral,138561,,0,XYZ,XYZ_HRIS,
HR2023_E965618,Job Posted,2023-06-20T10:36:27.613Z,E965618,Finance,Berlin,1,Part-time,M604582,External,179019,,0,XYZ,XYZ_HRIS,
HR2023_E965618,Application Received,2023-07-11T17:00:00.000Z,E965618,Finance,Berlin,1,Part-time,M604582,External,179019,,0,XYZ,XYZ_HRIS,
HR2023_E965618,Application Rejected,2023-07-13T16:00:00.000Z,E965618,Finance,Berlin,1,Part-time,M604582,External,179019,,0,XYZ,XYZ_HRIS,
HR2023_E965817,Job Posted,2023-06-03T10:36:27.613Z,E965817,Engineering,Sydney,5,Full-time,M786278,Internal,139536,,0,XYZ,XYZ_HRIS,
HR2023_E965817,Application Received,2023-06-21T17:00:00.000Z,E965817,Engineering,Sydney,5,Full-time,M786278,Internal,139536,,0,XYZ,XYZ_HRIS,
HR2023_E965817,Application Rejected,2023-06-26T11:00:00.000Z,E965817,Engineering,Sydney,5,Full-time,M786278,Internal,139536,,0,XYZ,XYZ_HRIS,
HR2023_E966076,Job Posted,2023-08-27T10:36:27.613Z,E966076,Engineering,,3,Contract,M209214,External,189882,,0,XYZ,XYZ_HRIS,
HR2023_E966076,Application Received,2023-09-28T17:00:00.000Z,E966076,Engineering,,3,Contract,M209214,External,189882,,0,XYZ,XYZ_HRIS,
HR2023_E966076,Interview Completed,2023-10-10T16:00:00.000Z,E966076,Engineering,,3,Contract,M209214,External,189882,,0,Joint,XYZ_HRIS,
HR2023_E966076,Interview Failed,2023-10-11T15:00:00.000Z,E966076,Engineering,,3,Contract,M209214,External,189882,,0,Joint,XYZ_HRIS,
HR2023_E966113,Job Posted,2023-07-25T10:36:27.613Z,E966113,,Sydney,9,Part-time,M237526,Internal,159934,,0,XYZ,XYZ_HRIS,
HR2023_E966113,Application Received,2023-08-23T14:00:00.000Z,E966113,,Sydney,9,Part-time,M237526,Internal,159934,,0,XYZ,XYZ_HRIS,
HR2023_E966113,Application Rejected,2023-08-25T12:00:00.000Z,E966113,,Sydney,9,Part-time,M237526,Internal,159934,,0,XYZ,XYZ_HRIS,
HR2023_E966352,Job Posted,2023-08-10T10:36:27.613Z,E966352,Marketing,New York,2,Part-time,M499626,External,84360,,0,XYZ,XYZ_HRIS,
HR2023_E966352,Application Received,2023-09-11T16:00:00.000Z,E966352,Marketing,New York,2,Part-time,M499626,External,84360,,0,XYZ,XYZ_HRIS,
HR2023_E966352,Application Rejected,2023-09-14T10:00:00.000Z,E966352,Marketing,New York,2,Part-time,M499626,External,84360,,0,XYZ,XYZ_HRIS,
HR2023_E966650,Job Posted,2023-08-09T10:36:27.613Z,E966650,Engineering,London,3,Part-time,M897683,Internal,52826,,0,XYZ,XYZ_HRIS,
HR2023_E966650,Application Received,2023-08-22T13:00:00.000Z,E966650,Engineering,London,3,Part-time,M897683,Internal,52826,,0,XYZ,XYZ_HRIS,
HR2023_E966650,Application Rejected,2023-08-25T09:00:00.000Z,E966650,Engineering,London,3,Part-time,M897683,Internal,52826,,0,XYZ,XYZ_HRIS,
HR2023_E966662,Job Posted,2023-07-07T10:36:27.613Z,E966662,Marketing,Berlin,2,Part-time,,Agency,128586,,0,XYZ,XYZ_HRIS,
HR2023_E966662,Application Received,2023-12-13T14:00:00.000Z,E966662,Marketing,Berlin,2,Part-time,,Agency,128586,,0,XYZ,XYZ_HRIS,
HR2023_E966662,Application Rejected,2023-12-18T10:00:00.000Z,E966662,Marketing,Berlin,2,Part-time,,Agency,128586,,0,XYZ,XYZ_HRIS,
HR2023_E966688,Job Posted,2023-07-13T10:36:27.613Z,E966688,Finance,New York,3,Full-time,M669268,Agency,145480,,0,XYZ,XYZ_HRIS,
HR2023_E966688,Application Received,2023-07-24T17:00:00.000Z,E966688,Finance,New York,3,Full-time,M669268,Agency,145480,,0,XYZ,XYZ_HRIS,
HR2023_E966688,Application Rejected,2023-07-27T15:00:00.000Z,E966688,Finance,New York,3,Full-time,M669268,Agency,145480,,0,XYZ,XYZ_HRIS,
HR2023_E966771,Job Posted,2023-08-15T10:36:27.613Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0,XYZ,XYZ_HRIS,2023-11-02
HR2023_E966771,Application Received,2023-09-04T10:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0,XYZ,XYZ_HRIS,2023-11-02
HR2023_E966771,Interview Completed,2023-09-20T17:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0,Joint,XYZ_HRIS,2023-11-02
HR2023_E966771,Offer Extended,2023-09-27T11:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0,Joint,XYZ_HRIS,2023-11-02
HR2023_E966771,Offer Accepted,2023-10-09T16:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0,XYZ,XYZ_HRIS,2023-11-02
HR2023_E966771,Onboarding Started,2023-11-02T09:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0,XYZ,XYZ_HRIS,2023-11-02
HR2023_E966771,Equipment Assigned,2023-11-03T10:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0,Customer,Customer_System,2023-11-02
HR2023_E966771,Probation Completed,2024-01-31T09:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0.25,Joint,XYZ_HRIS,2023-11-02
HR2023_E966771,Training Completed,2024-04-30T09:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0.49,XYZ,XYZ_HRIS,2023-11-02
HR2023_E966771,Leave Requested,2024-05-07T09:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0.51,XYZ,XYZ_HRIS,2023-11-02
HR2023_E966771,Leave Approved,2024-05-07T10:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0.51,Customer,Customer_System,2023-11-02
HR2023_E966771,Training Completed,2024-05-13T09:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0.53,XYZ,XYZ_HRIS,2023-11-02
HR2023_E966771,Leave Requested,2024-05-15T09:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0.53,XYZ,XYZ_HRIS,2023-11-02
HR2023_E966771,Leave Approved,2024-05-15T16:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0.53,Customer,Customer_System,2023-11-02
HR2023_E966771,Leave Requested,2024-07-25T09:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0.73,XYZ,XYZ_HRIS,2023-11-02
HR2023_E966771,Leave Approved,2024-07-30T12:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0.74,Customer,Customer_System,2023-11-02
HR2023_E966771,Training Completed,2024-10-18T09:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0.96,XYZ,XYZ_HRIS,2023-11-02
HR2023_E966771,Leave Requested,2024-10-19T09:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0.96,XYZ,XYZ_HRIS,2023-11-02
HR2023_E966771,Leave Approved,2024-10-21T11:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,0.97,Customer,Customer_System,2023-11-02
HR2023_E966771,Performance Review,2024-11-01T00:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,1.0,Customer,Customer_System,2023-11-02
HR2023_E966771,Leave Requested,2024-11-19T09:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,1.05,XYZ,XYZ_HRIS,2023-11-02
HR2023_E966771,Leave Approved,2024-11-19T13:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,1.05,Customer,Customer_System,2023-11-02
HR2023_E966771,Training Completed,2025-02-21T09:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,1.31,XYZ,XYZ_HRIS,2023-11-02
HR2023_E966771,Leave Requested,2025-02-26T09:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,1.32,XYZ,XYZ_HRIS,2023-11-02
HR2023_E966771,Leave Approved,2025-02-26T12:00:00.000Z,E966771,Marketing,New York,7,Part-time,,External,41726,3,1.32,Customer,Customer_System,2023-11-02
HR2023_E966824,Job Posted,2023-06-03T10:36:27.613Z,E966824,Operations,Singapore,3,Full-time,M179689,Referral,107950,,0,XYZ,XYZ_HRIS,
